,Predicted R_t
1414,0.02653135
1415,0.019447124
1416,0.003784856
1417,0.031636573
1418,0.022748277
1419,0.017031753
1420,0.006179557
1421,0.003673585
1422,0.013036808
1423,0.0041519967
1424,-0.006825946
1425,-0.0025601718
1426,-0.011293246
1427,0.010299502
1428,0.02309146
1429,5.4831594e-06
1430,0.009877234
1431,0.00048882747
1432,0.027926877
1433,0.05381754
1434,0.040072344
1435,0.029229082
1436,0.03670406
1437,-0.007522765
1438,-0.0008438751
1439,-0.00072495406
1440,0.008537403
1441,-0.0012401608
1442,0.0014375369
1443,0.007869552
1444,0.027126094
1445,0.029562116
1446,0.03868248
1447,0.048484154
1448,0.050065905
1449,0.06586109
1450,0.03267509
1451,0.052097443
1452,0.034630984
1453,0.035405345
1454,0.03960874
1455,0.02963727
1456,0.025240434
1457,0.0589652
1458,0.06800906
1459,0.068586014
1460,0.07681741
1461,0.07442157
1462,0.03225319
1463,0.0481136
1464,0.042281188
1465,0.027469847
1466,0.009564091
1467,0.023770152
1468,0.010663474
1469,0.008933882
1470,-0.007425538
1471,0.0029485137
1472,-0.009101517
1473,-0.020410579
1474,-0.031086318
1475,-0.032662172
1476,-0.03497313
1477,-0.051996205
1478,-0.04510587
1479,-0.04308795
1480,-0.036271766
1481,-0.023296688
1482,-0.03380969
1483,-0.019587444
1484,-0.007009043
1485,-0.01504662
1486,-0.0044121337
1487,-0.0052016894
1488,-0.008133148
1489,-0.007559785
1490,-0.016990695
1491,-0.0019517955
1492,0.008044368
1493,-0.0117953
1494,-0.0025669471
1495,0.0038724253
1496,0.02759442
1497,0.044315785
1498,0.05665091
1499,0.05089179
1500,0.057353415
1501,0.028172363
1502,0.033463307
1503,0.044730958
1504,0.045921292
1505,0.031264402
1506,0.03261715
1507,0.039394014
1508,0.04780891
1509,0.019256925
1510,0.018995058
1511,0.044415187
1512,0.012915968
1513,-0.0007458357
1514,0.024823086
1515,0.022706214
1516,0.015235522
1517,0.037726883
1518,0.034814555
1519,0.026296236
1520,0.020046435
1521,0.0038469243
1522,0.020058792
1523,0.016470062
1524,0.034156784
1525,0.035312336
1526,0.0014731744
1527,0.0070960764
1528,0.0054468457
1529,0.007491041
1530,0.017901765
1531,0.00014381018
1532,0.020429598
1533,0.03535844
1534,0.04071996
1535,0.034410648
1536,0.037136797
1537,0.033700522
1538,0.02286323
1539,0.026576405
1540,0.017889315
1541,0.014684669
1542,0.009200795
1543,0.028343966
1544,0.02329271
1545,0.034184545
1546,0.028859902
1547,0.030177156
1548,0.044276685
1549,0.034758445
1550,0.028651604
1551,0.023612391
1552,0.04268644
1553,0.053732775
1554,0.061265025
1555,0.05174864
1556,0.038604148
1557,0.040011395
1558,0.05057839
1559,0.05321211
1560,0.06785371
1561,0.05807088
1562,0.0631034
1563,0.035611033
1564,0.012621635
1565,0.027588254
1566,0.024329029
1567,0.017157217
1568,0.013641715
